starttime	seconds	ctime	dtime	ttime	wait
Thu Sep 19 12:43:43 2024	1726731823	14	25	39	21
Thu Sep 19 12:43:43 2024	1726731823	14	25	39	20
Thu Sep 19 12:43:43 2024	1726731823	18	21	39	12
Thu Sep 19 12:43:43 2024	1726731823	16	23	39	22
Thu Sep 19 12:43:43 2024	1726731823	14	25	39	17
Thu Sep 19 12:43:43 2024	1726731823	16	23	39	20
Thu Sep 19 12:43:42 2024	1726731822	10	29	39	22
Thu Sep 19 12:43:43 2024	1726731823	13	26	39	16
Thu Sep 19 12:43:43 2024	1726731823	15	24	39	17
Thu Sep 19 12:43:42 2024	1726731822	4	35	39	31
Thu Sep 19 12:43:42 2024	1726731822	9	30	39	20
Thu Sep 19 12:43:43 2024	1726731823	18	21	39	18
Thu Sep 19 12:43:43 2024	1726731823	14	25	39	21
Thu Sep 19 12:43:42 2024	1726731822	4	35	39	31
Thu Sep 19 12:43:43 2024	1726731823	16	23	39	20
Thu Sep 19 12:43:43 2024	1726731823	16	23	39	20
Thu Sep 19 12:43:42 2024	1726731822	10	30	39	22
Thu Sep 19 12:43:43 2024	1726731823	11	28	39	27
Thu Sep 19 12:43:43 2024	1726731823	18	21	39	18
Thu Sep 19 12:43:43 2024	1726731823	15	24	39	17
Thu Sep 19 12:43:43 2024	1726731823	17	23	39	20
Thu Sep 19 12:43:43 2024	1726731823	15	24	39	8
Thu Sep 19 12:43:43 2024	1726731823	18	21	39	16
Thu Sep 19 12:43:43 2024	1726731823	8	31	39	25
Thu Sep 19 12:43:43 2024	1726731823	15	24	39	17
Thu Sep 19 12:43:43 2024	1726731823	13	27	39	16
Thu Sep 19 12:43:43 2024	1726731823	15	24	39	8
Thu Sep 19 12:43:43 2024	1726731823	18	21	39	12
Thu Sep 19 12:43:43 2024	1726731823	15	24	39	9
Thu Sep 19 12:43:43 2024	1726731823	11	28	39	16
Thu Sep 19 12:43:43 2024	1726731823	16	23	39	20
Thu Sep 19 12:43:43 2024	1726731823	11	28	39	27
Thu Sep 19 12:43:43 2024	1726731823	21	18	39	15
Thu Sep 19 12:43:43 2024	1726731823	12	27	39	21
Thu Sep 19 12:43:43 2024	1726731823	14	25	39	20
Thu Sep 19 12:43:43 2024	1726731823	12	27	39	18
Thu Sep 19 12:43:43 2024	1726731823	15	24	39	17
Thu Sep 19 12:43:43 2024	1726731823	18	21	39	6
Thu Sep 19 12:43:43 2024	1726731823	16	23	39	19
Thu Sep 19 12:43:43 2024	1726731823	7	32	39	17
Thu Sep 19 12:43:43 2024	1726731823	16	23	39	15
Thu Sep 19 12:43:42 2024	1726731822	4	35	39	31
Thu Sep 19 12:43:43 2024	1726731823	15	24	39	17
Thu Sep 19 12:43:42 2024	1726731822	10	30	39	22
Thu Sep 19 12:43:43 2024	1726731823	13	26	39	16
Thu Sep 19 12:43:43 2024	1726731823	16	23	39	19
Thu Sep 19 12:43:43 2024	1726731823	16	23	39	20
Thu Sep 19 12:43:43 2024	1726731823	22	18	39	17
Thu Sep 19 12:43:43 2024	1726731823	8	31	39	25
Thu Sep 19 12:43:43 2024	1726731823	14	25	39	20
Thu Sep 19 12:43:43 2024	1726731823	11	28	39	16
Thu Sep 19 12:43:43 2024	1726731823	13	27	39	16
Thu Sep 19 12:43:43 2024	1726731823	8	32	39	17
Thu Sep 19 12:43:43 2024	1726731823	16	23	39	20
Thu Sep 19 12:43:42 2024	1726731822	1	39	39	29
Thu Sep 19 12:43:43 2024	1726731823	18	22	39	16
Thu Sep 19 12:43:42 2024	1726731822	4	35	39	31
Thu Sep 19 12:43:43 2024	1726731823	21	18	39	15
Thu Sep 19 12:43:43 2024	1726731823	15	24	39	18
Thu Sep 19 12:43:43 2024	1726731823	16	23	39	20
Thu Sep 19 12:43:43 2024	1726731823	16	23	39	19
Thu Sep 19 12:43:43 2024	1726731823	14	25	39	21
Thu Sep 19 12:43:43 2024	1726731823	18	21	39	18
Thu Sep 19 12:43:43 2024	1726731823	8	31	39	25
Thu Sep 19 12:43:43 2024	1726731823	16	24	39	15
Thu Sep 19 12:43:43 2024	1726731823	18	21	39	18
Thu Sep 19 12:43:43 2024	1726731823	15	25	40	16
Thu Sep 19 12:43:43 2024	1726731823	18	22	40	16
Thu Sep 19 12:43:43 2024	1726731823	14	25	40	20
Thu Sep 19 12:43:43 2024	1726731823	16	23	40	13
Thu Sep 19 12:43:43 2024	1726731823	15	25	40	17
Thu Sep 19 12:43:43 2024	1726731823	13	27	40	16
Thu Sep 19 12:43:43 2024	1726731823	3	36	40	20
Thu Sep 19 12:43:43 2024	1726731823	16	23	40	20
Thu Sep 19 12:43:43 2024	1726731823	11	29	40	16
Thu Sep 19 12:43:43 2024	1726731823	16	23	40	20
Thu Sep 19 12:43:43 2024	1726731823	16	23	40	19
Thu Sep 19 12:43:43 2024	1726731823	8	32	40	17
Thu Sep 19 12:43:43 2024	1726731823	18	22	40	15
Thu Sep 19 12:43:43 2024	1726731823	15	24	40	18
Thu Sep 19 12:43:43 2024	1726731823	8	31	40	25
Thu Sep 19 12:43:43 2024	1726731823	16	24	40	15
Thu Sep 19 12:43:42 2024	1726731822	4	35	40	31
Thu Sep 19 12:43:43 2024	1726731823	12	28	40	21
Thu Sep 19 12:43:43 2024	1726731823	14	25	40	20
Thu Sep 19 12:43:43 2024	1726731823	16	24	40	19
Thu Sep 19 12:43:43 2024	1726731823	21	18	40	15
Thu Sep 19 12:43:43 2024	1726731823	13	27	40	17
Thu Sep 19 12:43:43 2024	1726731823	12	27	40	18
Thu Sep 19 12:43:43 2024	1726731823	13	27	40	16
Thu Sep 19 12:43:43 2024	1726731823	10	30	40	15
Thu Sep 19 12:43:43 2024	1726731823	8	32	40	17
Thu Sep 19 12:43:43 2024	1726731823	16	23	40	20
Thu Sep 19 12:43:43 2024	1726731823	15	24	40	24
Thu Sep 19 12:43:43 2024	1726731823	11	29	40	16
Thu Sep 19 12:43:43 2024	1726731823	8	31	40	25
Thu Sep 19 12:43:43 2024	1726731823	22	18	40	17
Thu Sep 19 12:43:43 2024	1726731823	15	24	40	18
Thu Sep 19 12:43:43 2024	1726731823	16	24	40	15
Thu Sep 19 12:43:43 2024	1726731823	14	25	40	20
Thu Sep 19 12:43:43 2024	1726731823	14	26	40	21
Thu Sep 19 12:43:42 2024	1726731822	10	30	40	22
Thu Sep 19 12:43:43 2024	1726731823	13	27	40	17
Thu Sep 19 12:43:43 2024	1726731823	8	32	40	17
Thu Sep 19 12:43:43 2024	1726731823	17	23	40	20
Thu Sep 19 12:43:43 2024	1726731823	17	23	40	20
Thu Sep 19 12:43:43 2024	1726731823	17	23	40	20
Thu Sep 19 12:43:43 2024	1726731823	11	29	40	16
Thu Sep 19 12:43:42 2024	1726731822	7	33	40	29
Thu Sep 19 12:43:43 2024	1726731823	15	25	40	20
Thu Sep 19 12:43:43 2024	1726731823	15	25	40	18
Thu Sep 19 12:43:42 2024	1726731822	10	30	40	21
Thu Sep 19 12:43:43 2024	1726731823	16	23	40	20
Thu Sep 19 12:43:43 2024	1726731823	13	27	40	17
Thu Sep 19 12:43:43 2024	1726731823	22	18	40	17
Thu Sep 19 12:43:43 2024	1726731823	16	24	40	15
Thu Sep 19 12:43:43 2024	1726731823	8	32	40	17
Thu Sep 19 12:43:42 2024	1726731822	10	30	40	22
Thu Sep 19 12:43:43 2024	1726731823	17	23	40	20
Thu Sep 19 12:43:43 2024	1726731823	3	37	40	20
Thu Sep 19 12:43:43 2024	1726731823	11	29	40	16
Thu Sep 19 12:43:43 2024	1726731823	6	34	40	22
Thu Sep 19 12:43:43 2024	1726731823	20	20	40	7
Thu Sep 19 12:43:43 2024	1726731823	16	24	40	20
Thu Sep 19 12:43:42 2024	1726731822	7	33	40	29
Thu Sep 19 12:43:43 2024	1726731823	13	27	40	19
Thu Sep 19 12:43:43 2024	1726731823	8	32	40	17
Thu Sep 19 12:43:43 2024	1726731823	15	25	40	9
Thu Sep 19 12:43:43 2024	1726731823	17	24	40	20
Thu Sep 19 12:43:42 2024	1726731822	10	30	40	22
Thu Sep 19 12:43:43 2024	1726731823	18	22	40	16
Thu Sep 19 12:43:43 2024	1726731823	12	28	40	21
Thu Sep 19 12:43:43 2024	1726731823	16	25	40	18
Thu Sep 19 12:43:43 2024	1726731823	22	18	40	17
Thu Sep 19 12:43:43 2024	1726731823	6	34	40	22
Thu Sep 19 12:43:43 2024	1726731823	12	28	40	21
Thu Sep 19 12:43:43 2024	1726731823	6	34	40	22
Thu Sep 19 12:43:43 2024	1726731823	16	24	40	17
Thu Sep 19 12:43:43 2024	1726731823	16	25	40	18
Thu Sep 19 12:43:43 2024	1726731823	17	24	40	19
Thu Sep 19 12:43:43 2024	1726731823	13	28	40	18
Thu Sep 19 12:43:43 2024	1726731823	17	24	40	20
Thu Sep 19 12:43:43 2024	1726731823	22	18	40	17
Thu Sep 19 12:43:43 2024	1726731823	9	32	40	25
Thu Sep 19 12:43:42 2024	1726731822	7	33	40	29
Thu Sep 19 12:43:43 2024	1726731823	13	28	40	18
Thu Sep 19 12:43:43 2024	1726731823	13	27	40	24
Thu Sep 19 12:43:42 2024	1726731822	0	40	40	32
Thu Sep 19 12:43:43 2024	1726731823	16	25	40	9
Thu Sep 19 12:43:43 2024	1726731823	18	22	40	16
Thu Sep 19 12:43:43 2024	1726731823	21	19	40	15
Thu Sep 19 12:43:43 2024	1726731823	16	25	40	18
Thu Sep 19 12:43:43 2024	1726731823	6	34	40	22
Thu Sep 19 12:43:43 2024	1726731823	22	19	40	15
Thu Sep 19 12:43:43 2024	1726731823	17	24	40	20
Thu Sep 19 12:43:43 2024	1726731823	13	27	40	19
Thu Sep 19 12:43:43 2024	1726731823	13	28	40	18
Thu Sep 19 12:43:43 2024	1726731823	18	23	40	22
Thu Sep 19 12:43:43 2024	1726731823	15	25	40	20
Thu Sep 19 12:43:43 2024	1726731823	16	24	40	19
Thu Sep 19 12:43:42 2024	1726731822	10	30	40	22
Thu Sep 19 12:43:43 2024	1726731823	13	27	40	24
Thu Sep 19 12:43:43 2024	1726731823	16	25	40	9
Thu Sep 19 12:43:42 2024	1726731822	1	40	40	32
Thu Sep 19 12:43:42 2024	1726731822	7	33	40	29
Thu Sep 19 12:43:42 2024	1726731822	5	36	40	32
Thu Sep 19 12:43:43 2024	1726731823	12	28	40	21
Thu Sep 19 12:43:43 2024	1726731823	14	26	40	21
Thu Sep 19 12:43:43 2024	1726731823	13	27	40	19
Thu Sep 19 12:43:43 2024	1726731823	9	32	40	25
Thu Sep 19 12:43:43 2024	1726731823	18	22	40	16
Thu Sep 19 12:43:43 2024	1726731823	17	24	40	20
Thu Sep 19 12:43:43 2024	1726731823	13	28	40	24
Thu Sep 19 12:43:43 2024	1726731823	23	18	40	17
Thu Sep 19 12:43:43 2024	1726731823	15	25	40	21
Thu Sep 19 12:43:42 2024	1726731822	5	36	40	32
Thu Sep 19 12:43:42 2024	1726731822	7	33	40	29
Thu Sep 19 12:43:43 2024	1726731823	21	19	41	15
Thu Sep 19 12:43:43 2024	1726731823	16	25	41	18
Thu Sep 19 12:43:43 2024	1726731823	16	25	41	9
Thu Sep 19 12:43:43 2024	1726731823	13	28	41	18
Thu Sep 19 12:43:43 2024	1726731823	13	28	41	19
Thu Sep 19 12:43:43 2024	1726731823	17	24	41	20
Thu Sep 19 12:43:43 2024	1726731823	12	29	41	21
Thu Sep 19 12:43:43 2024	1726731823	16	25	41	18
Thu Sep 19 12:43:43 2024	1726731823	14	27	41	18
Thu Sep 19 12:43:43 2024	1726731823	18	22	41	16
Thu Sep 19 12:43:42 2024	1726731822	5	36	41	32
Thu Sep 19 12:43:42 2024	1726731822	10	31	41	22
Thu Sep 19 12:43:43 2024	1726731823	19	21	41	16
Thu Sep 19 12:43:42 2024	1726731822	7	33	41	29
Thu Sep 19 12:43:43 2024	1726731823	15	26	41	21
Thu Sep 19 12:43:43 2024	1726731823	21	19	41	15
Thu Sep 19 12:43:43 2024	1726731823	12	28	41	21
Thu Sep 19 12:43:43 2024	1726731823	17	23	41	23
Thu Sep 19 12:43:43 2024	1726731823	13	28	41	19
Thu Sep 19 12:43:43 2024	1726731823	9	32	41	25
Thu Sep 19 12:43:43 2024	1726731823	14	27	41	18
Thu Sep 19 12:43:43 2024	1726731823	16	24	41	20
Thu Sep 19 12:43:43 2024	1726731823	16	25	41	18
Thu Sep 19 12:43:42 2024	1726731822	10	31	41	22
Thu Sep 19 12:43:43 2024	1726731823	16	25	41	10
Thu Sep 19 12:43:42 2024	1726731822	7	33	41	29
Thu Sep 19 12:43:42 2024	1726731822	10	31	41	22
Thu Sep 19 12:43:43 2024	1726731823	13	27	41	21
Thu Sep 19 12:43:43 2024	1726731823	15	25	41	20
Thu Sep 19 12:43:43 2024	1726731823	13	28	41	19
Thu Sep 19 12:43:43 2024	1726731823	14	27	41	18
Thu Sep 19 12:43:43 2024	1726731823	18	23	41	22
Thu Sep 19 12:43:43 2024	1726731823	16	24	41	20
Thu Sep 19 12:43:43 2024	1726731823	21	20	41	11
Thu Sep 19 12:43:43 2024	1726731823	12	29	41	21
Thu Sep 19 12:43:43 2024	1726731823	16	25	41	13
Thu Sep 19 12:43:43 2024	1726731823	20	21	41	16
Thu Sep 19 12:43:43 2024	1726731823	15	26	41	21
Thu Sep 19 12:43:43 2024	1726731823	17	24	41	19
Thu Sep 19 12:43:43 2024	1726731823	20	21	41	16
Thu Sep 19 12:43:43 2024	1726731823	9	32	41	25
Thu Sep 19 12:43:43 2024	1726731823	14	27	41	18
Thu Sep 19 12:43:43 2024	1726731823	18	23	41	22
Thu Sep 19 12:43:43 2024	1726731823	16	25	41	20
Thu Sep 19 12:43:43 2024	1726731823	13	28	41	24
Thu Sep 19 12:43:43 2024	1726731823	16	25	41	13
Thu Sep 19 12:43:43 2024	1726731823	16	25	41	14
Thu Sep 19 12:43:43 2024	1726731823	13	28	41	19
Thu Sep 19 12:43:43 2024	1726731823	16	25	41	21
Thu Sep 19 12:43:43 2024	1726731823	23	18	41	17
Thu Sep 19 12:43:43 2024	1726731823	17	24	41	20
Thu Sep 19 12:43:43 2024	1726731823	21	20	41	15
Thu Sep 19 12:43:43 2024	1726731823	8	33	41	17
Thu Sep 19 12:43:43 2024	1726731823	7	34	41	22
Thu Sep 19 12:43:43 2024	1726731823	15	26	41	21
Thu Sep 19 12:43:43 2024	1726731823	18	23	41	22
Thu Sep 19 12:43:43 2024	1726731823	20	22	41	16
Thu Sep 19 12:43:43 2024	1726731823	14	27	41	18
Thu Sep 19 12:43:43 2024	1726731823	16	25	41	20
Thu Sep 19 12:43:43 2024	1726731823	13	28	41	19
Thu Sep 19 12:43:43 2024	1726731823	10	31	41	26
Thu Sep 19 12:43:43 2024	1726731823	12	29	41	21
Thu Sep 19 12:43:43 2024	1726731823	7	35	41	22
Thu Sep 19 12:43:43 2024	1726731823	17	25	41	20
Thu Sep 19 12:43:43 2024	1726731823	18	23	41	22
Thu Sep 19 12:43:43 2024	1726731823	18	23	41	22
Thu Sep 19 12:43:43 2024	1726731823	9	32	41	25
Thu Sep 19 12:43:43 2024	1726731823	17	24	41	20
Thu Sep 19 12:43:43 2024	1726731823	22	20	41	15
Thu Sep 19 12:43:43 2024	1726731823	18	23	41	22
Thu Sep 19 12:43:43 2024	1726731823	18	24	41	19
Thu Sep 19 12:43:43 2024	1726731823	14	28	41	21
Thu Sep 19 12:43:43 2024	1726731823	12	29	41	21
Thu Sep 19 12:43:43 2024	1726731823	8	33	41	17
Thu Sep 19 12:43:43 2024	1726731823	19	23	41	13
Thu Sep 19 12:43:43 2024	1726731823	16	26	41	21
Thu Sep 19 12:43:43 2024	1726731823	23	18	41	17
Thu Sep 19 12:43:43 2024	1726731823	9	32	41	25
Thu Sep 19 12:43:43 2024	1726731823	16	26	41	20
Thu Sep 19 12:43:43 2024	1726731823	17	24	41	19
Thu Sep 19 12:43:43 2024	1726731823	18	23	41	22
Thu Sep 19 12:43:43 2024	1726731823	15	26	41	21
Thu Sep 19 12:43:43 2024	1726731823	15	26	41	21
Thu Sep 19 12:43:43 2024	1726731823	17	24	41	23
Thu Sep 19 12:43:43 2024	1726731823	16	26	41	18
Thu Sep 19 12:43:43 2024	1726731823	7	35	41	22
Thu Sep 19 12:43:43 2024	1726731823	17	25	41	18
Thu Sep 19 12:43:43 2024	1726731823	13	29	41	21
Thu Sep 19 12:43:43 2024	1726731823	15	26	41	19
Thu Sep 19 12:43:43 2024	1726731823	14	28	41	21
Thu Sep 19 12:43:43 2024	1726731823	16	25	42	14
Thu Sep 19 12:43:43 2024	1726731823	15	26	42	21
Thu Sep 19 12:43:43 2024	1726731823	16	25	42	14
Thu Sep 19 12:43:43 2024	1726731823	22	20	42	15
Thu Sep 19 12:43:43 2024	1726731823	15	27	42	12
Thu Sep 19 12:43:43 2024	1726731823	8	34	42	17
Thu Sep 19 12:43:43 2024	1726731823	16	26	42	20
Thu Sep 19 12:43:43 2024	1726731823	18	23	42	16
Thu Sep 19 12:43:43 2024	1726731823	16	26	42	21
Thu Sep 19 12:43:43 2024	1726731823	15	26	42	21
Thu Sep 19 12:43:43 2024	1726731823	16	25	42	14
Thu Sep 19 12:43:43 2024	1726731823	17	25	42	18
Thu Sep 19 12:43:43 2024	1726731823	13	28	42	19
Thu Sep 19 12:43:43 2024	1726731823	13	29	42	21
Thu Sep 19 12:43:43 2024	1726731823	15	26	42	21
Thu Sep 19 12:43:43 2024	1726731823	22	20	42	15
Thu Sep 19 12:43:43 2024	1726731823	23	18	42	17
Thu Sep 19 12:43:43 2024	1726731823	15	26	42	21
Thu Sep 19 12:43:43 2024	1726731823	18	23	42	16
Thu Sep 19 12:43:43 2024	1726731823	15	27	42	10
Thu Sep 19 12:43:43 2024	1726731823	16	26	42	21
Thu Sep 19 12:43:43 2024	1726731823	16	26	42	14
Thu Sep 19 12:43:43 2024	1726731823	17	25	42	18
Thu Sep 19 12:43:43 2024	1726731823	15	27	42	21
Thu Sep 19 12:43:43 2024	1726731823	15	27	42	12
Thu Sep 19 12:43:43 2024	1726731823	15	26	42	19
Thu Sep 19 12:43:43 2024	1726731823	16	25	42	14
Thu Sep 19 12:43:43 2024	1726731823	22	20	42	15
Thu Sep 19 12:43:43 2024	1726731823	13	29	42	21
Thu Sep 19 12:43:42 2024	1726731822	5	37	42	32
Thu Sep 19 12:43:43 2024	1726731823	23	18	42	17
Thu Sep 19 12:43:43 2024	1726731823	15	27	42	21
Thu Sep 19 12:43:43 2024	1726731823	13	29	42	24
Thu Sep 19 12:43:43 2024	1726731823	14	28	42	18
Thu Sep 19 12:43:43 2024	1726731823	15	27	42	21
Thu Sep 19 12:43:43 2024	1726731823	15	27	42	20
Thu Sep 19 12:43:43 2024	1726731823	19	23	42	20
Thu Sep 19 12:43:43 2024	1726731823	16	26	42	19
Thu Sep 19 12:43:43 2024	1726731823	13	29	42	17
Thu Sep 19 12:43:42 2024	1726731822	10	31	42	23
Thu Sep 19 12:43:43 2024	1726731823	13	29	42	19
Thu Sep 19 12:43:43 2024	1726731823	15	27	42	20
Thu Sep 19 12:43:43 2024	1726731823	10	32	42	25
Thu Sep 19 12:43:43 2024	1726731823	15	27	42	20
Thu Sep 19 12:43:43 2024	1726731823	16	26	42	14
Thu Sep 19 12:43:43 2024	1726731823	15	27	42	19
Thu Sep 19 12:43:43 2024	1726731823	15	27	42	20
Thu Sep 19 12:43:43 2024	1726731823	15	27	42	20
Thu Sep 19 12:43:43 2024	1726731823	15	27	42	20
Thu Sep 19 12:43:42 2024	1726731822	5	37	42	32
Thu Sep 19 12:43:43 2024	1726731823	16	26	42	19
Thu Sep 19 12:43:43 2024	1726731823	15	27	42	12
Thu Sep 19 12:43:42 2024	1726731822	1	41	42	39
Thu Sep 19 12:43:43 2024	1726731823	13	29	42	21
Thu Sep 19 12:43:43 2024	1726731823	14	28	42	27
Thu Sep 19 12:43:43 2024	1726731823	15	27	42	16
Thu Sep 19 12:43:43 2024	1726731823	16	26	42	21
Thu Sep 19 12:43:43 2024	1726731823	15	27	42	12
Thu Sep 19 12:43:43 2024	1726731823	13	29	42	21
Thu Sep 19 12:43:43 2024	1726731823	14	28	42	27
Thu Sep 19 12:43:43 2024	1726731823	16	27	42	19
Thu Sep 19 12:43:43 2024	1726731823	9	33	42	25
Thu Sep 19 12:43:43 2024	1726731823	15	28	42	18
Thu Sep 19 12:43:43 2024	1726731823	11	31	42	16
Thu Sep 19 12:43:43 2024	1726731823	16	27	42	19
Thu Sep 19 12:43:43 2024	1726731823	13	29	42	19
Thu Sep 19 12:43:43 2024	1726731823	24	18	42	17
Thu Sep 19 12:43:43 2024	1726731823	18	24	42	15
Thu Sep 19 12:43:43 2024	1726731823	8	34	42	17
Thu Sep 19 12:43:43 2024	1726731823	13	29	42	21
Thu Sep 19 12:43:43 2024	1726731823	24	18	42	17
Thu Sep 19 12:43:43 2024	1726731823	14	29	42	19
Thu Sep 19 12:43:43 2024	1726731823	13	30	42	21
Thu Sep 19 12:43:43 2024	1726731823	8	34	42	17
Thu Sep 19 12:43:43 2024	1726731823	14	28	42	27
Thu Sep 19 12:43:43 2024	1726731823	13	29	42	21
Thu Sep 19 12:43:43 2024	1726731823	14	28	42	27
Thu Sep 19 12:43:42 2024	1726731822	5	38	42	32
Thu Sep 19 12:43:43 2024	1726731823	10	33	42	27
Thu Sep 19 12:43:43 2024	1726731823	13	30	43	21
Thu Sep 19 12:43:43 2024	1726731823	13	29	43	21
Thu Sep 19 12:43:43 2024	1726731823	14	28	43	27
Thu Sep 19 12:43:43 2024	1726731823	16	26	43	21
Thu Sep 19 12:43:43 2024	1726731823	15	28	43	18
Thu Sep 19 12:43:43 2024	1726731823	13	29	43	21
Thu Sep 19 12:43:43 2024	1726731823	14	28	43	27
Thu Sep 19 12:43:42 2024	1726731822	1	42	43	39
Thu Sep 19 12:43:42 2024	1726731822	1	42	43	39
Thu Sep 19 12:43:42 2024	1726731822	1	42	43	39
Thu Sep 19 12:43:42 2024	1726731822	1	42	43	39
Thu Sep 19 12:43:42 2024	1726731822	1	42	43	39
Thu Sep 19 12:43:42 2024	1726731822	5	38	43	32
Thu Sep 19 12:43:43 2024	1726731823	13	30	43	21
Thu Sep 19 12:43:42 2024	1726731822	1	42	43	39
Thu Sep 19 12:43:43 2024	1726731823	15	28	43	18
Thu Sep 19 12:43:43 2024	1726731823	14	29	43	21
Thu Sep 19 12:43:43 2024	1726731823	10	33	43	27
Thu Sep 19 12:43:43 2024	1726731823	15	28	43	19
Thu Sep 19 12:43:43 2024	1726731823	15	28	43	19
Thu Sep 19 12:43:43 2024	1726731823	13	30	43	21
Thu Sep 19 12:43:43 2024	1726731823	17	26	43	23
Thu Sep 19 12:43:43 2024	1726731823	14	29	43	27
Thu Sep 19 12:43:43 2024	1726731823	15	28	43	18
Thu Sep 19 12:43:43 2024	1726731823	14	29	43	21
Thu Sep 19 12:43:43 2024	1726731823	10	33	43	28
Thu Sep 19 12:43:43 2024	1726731823	17	26	43	23
Thu Sep 19 12:43:43 2024	1726731823	13	30	43	21
Thu Sep 19 12:43:43 2024	1726731823	10	33	43	27
Thu Sep 19 12:43:43 2024	1726731823	19	24	43	15
Thu Sep 19 12:43:42 2024	1726731822	5	38	43	32
Thu Sep 19 12:43:43 2024	1726731823	14	29	43	27
Thu Sep 19 12:43:43 2024	1726731823	14	29	43	21
Thu Sep 19 12:43:43 2024	1726731823	15	28	43	27
Thu Sep 19 12:43:43 2024	1726731823	13	30	43	21
Thu Sep 19 12:43:43 2024	1726731823	21	22	43	11
Thu Sep 19 12:43:43 2024	1726731823	14	29	43	21
Thu Sep 19 12:43:43 2024	1726731823	10	33	43	27
Thu Sep 19 12:43:43 2024	1726731823	11	33	43	27
Thu Sep 19 12:43:43 2024	1726731823	13	30	43	28
Thu Sep 19 12:43:43 2024	1726731823	14	29	43	17
Thu Sep 19 12:43:43 2024	1726731823	15	29	43	27
Thu Sep 19 12:43:43 2024	1726731823	20	24	43	15
Thu Sep 19 12:43:43 2024	1726731823	16	27	43	26
Thu Sep 19 12:43:42 2024	1726731822	6	38	43	29
Thu Sep 19 12:43:43 2024	1726731823	16	27	43	23
Thu Sep 19 12:43:42 2024	1726731822	5	39	43	32
Thu Sep 19 12:43:43 2024	1726731823	13	30	43	29
Thu Sep 19 12:43:43 2024	1726731823	14	30	43	21
Thu Sep 19 12:43:43 2024	1726731823	13	30	43	19
Thu Sep 19 12:43:43 2024	1726731823	17	26	43	23
Thu Sep 19 12:43:43 2024	1726731823	9	34	43	21
Thu Sep 19 12:43:43 2024	1726731823	15	28	43	21
Thu Sep 19 12:43:43 2024	1726731823	8	35	43	35
Thu Sep 19 12:43:43 2024	1726731823	14	30	43	21
Thu Sep 19 12:43:43 2024	1726731823	9	34	44	28
Thu Sep 19 12:43:42 2024	1726731822	6	38	44	29
Thu Sep 19 12:43:43 2024	1726731823	10	34	44	17
Thu Sep 19 12:43:42 2024	1726731822	5	39	44	32
Thu Sep 19 12:43:43 2024	1726731823	17	26	44	23
Thu Sep 19 12:43:43 2024	1726731823	11	33	44	27
Thu Sep 19 12:43:43 2024	1726731823	14	30	44	19
Thu Sep 19 12:43:43 2024	1726731823	11	32	44	16
Thu Sep 19 12:43:42 2024	1726731822	15	29	44	29
Thu Sep 19 12:43:43 2024	1726731823	9	34	44	23
Thu Sep 19 12:43:43 2024	1726731823	14	30	44	21
Thu Sep 19 12:43:43 2024	1726731823	17	26	44	21
Thu Sep 19 12:43:42 2024	1726731822	6	38	44	31
Thu Sep 19 12:43:43 2024	1726731823	16	28	44	18
Thu Sep 19 12:43:43 2024	1726731823	17	26	44	23
Thu Sep 19 12:43:43 2024	1726731823	17	27	44	20
Thu Sep 19 12:43:43 2024	1726731823	9	35	44	23
Thu Sep 19 12:43:42 2024	1726731822	5	39	44	32
Thu Sep 19 12:43:43 2024	1726731823	11	32	44	16
Thu Sep 19 12:43:43 2024	1726731823	18	26	44	23
Thu Sep 19 12:43:42 2024	1726731822	6	38	44	31
Thu Sep 19 12:43:43 2024	1726731823	17	27	44	21
Thu Sep 19 12:43:42 2024	1726731822	6	38	44	29
Thu Sep 19 12:43:43 2024	1726731823	9	35	44	28
Thu Sep 19 12:43:43 2024	1726731823	17	27	44	20
Thu Sep 19 12:43:43 2024	1726731823	18	26	44	23
Thu Sep 19 12:43:43 2024	1726731823	16	28	44	18
Thu Sep 19 12:43:43 2024	1726731823	11	33	44	16
Thu Sep 19 12:43:43 2024	1726731823	14	30	44	19
Thu Sep 19 12:43:43 2024	1726731823	20	24	44	15
Thu Sep 19 12:43:43 2024	1726731823	17	27	44	20
Thu Sep 19 12:43:42 2024	1726731822	5	39	44	32
Thu Sep 19 12:43:43 2024	1726731823	15	29	44	27
Thu Sep 19 12:43:42 2024	1726731822	15	29	44	29
Thu Sep 19 12:43:43 2024	1726731823	17	27	44	26
Thu Sep 19 12:43:43 2024	1726731823	18	27	44	23
Thu Sep 19 12:43:43 2024	1726731823	20	24	44	15
Thu Sep 19 12:43:43 2024	1726731823	17	27	44	20
Thu Sep 19 12:43:43 2024	1726731823	16	29	44	27
Thu Sep 19 12:43:43 2024	1726731823	11	33	44	16
Thu Sep 19 12:43:42 2024	1726731822	6	38	44	31
Thu Sep 19 12:43:43 2024	1726731823	10	34	44	17
Thu Sep 19 12:43:43 2024	1726731823	18	27	44	23
Thu Sep 19 12:43:43 2024	1726731823	17	28	44	26
Thu Sep 19 12:43:43 2024	1726731823	16	29	44	27
Thu Sep 19 12:43:43 2024	1726731823	16	28	44	18
Thu Sep 19 12:43:43 2024	1726731823	18	27	44	23
Thu Sep 19 12:43:43 2024	1726731823	14	31	44	19
Thu Sep 19 12:43:42 2024	1726731822	15	30	44	30
