starttime	seconds	ctime	dtime	ttime	wait
Thu Sep 19 12:43:43 2024	1726731823	18	16	34	14
Thu Sep 19 12:43:43 2024	1726731823	11	23	34	15
Thu Sep 19 12:43:43 2024	1726731823	18	16	34	14
Thu Sep 19 12:43:43 2024	1726731823	18	16	34	13
Thu Sep 19 12:43:43 2024	1726731823	15	19	34	15
Thu Sep 19 12:43:43 2024	1726731823	13	21	34	20
Thu Sep 19 12:43:43 2024	1726731823	15	19	34	17
Thu Sep 19 12:43:43 2024	1726731823	7	27	34	15
Thu Sep 19 12:43:43 2024	1726731823	8	26	34	15
Thu Sep 19 12:43:43 2024	1726731823	7	28	34	15
Thu Sep 19 12:43:43 2024	1726731823	15	19	34	15
Thu Sep 19 12:43:43 2024	1726731823	26	8	34	7
Thu Sep 19 12:43:43 2024	1726731823	17	18	34	13
Thu Sep 19 12:43:43 2024	1726731823	15	19	34	10
Thu Sep 19 12:43:43 2024	1726731823	26	8	34	7
Thu Sep 19 12:43:43 2024	1726731823	10	24	34	13
Thu Sep 19 12:43:43 2024	1726731823	26	8	34	7
Thu Sep 19 12:43:43 2024	1726731823	8	26	34	17
Thu Sep 19 12:43:43 2024	1726731823	7	27	34	15
Thu Sep 19 12:43:43 2024	1726731823	26	8	34	7
Thu Sep 19 12:43:43 2024	1726731823	10	24	34	16
Thu Sep 19 12:43:43 2024	1726731823	8	27	34	15
Thu Sep 19 12:43:43 2024	1726731823	15	20	34	14
Thu Sep 19 12:43:43 2024	1726731823	7	28	34	17
Thu Sep 19 12:43:43 2024	1726731823	15	19	34	15
Thu Sep 19 12:43:43 2024	1726731823	15	19	34	14
Thu Sep 19 12:43:43 2024	1726731823	15	19	34	14
Thu Sep 19 12:43:43 2024	1726731823	15	19	34	10
Thu Sep 19 12:43:43 2024	1726731823	8	27	34	15
Thu Sep 19 12:43:43 2024	1726731823	10	24	34	19
Thu Sep 19 12:43:43 2024	1726731823	7	27	34	15
Thu Sep 19 12:43:43 2024	1726731823	8	26	34	18
Thu Sep 19 12:43:43 2024	1726731823	19	16	34	10
Thu Sep 19 12:43:43 2024	1726731823	20	14	34	7
Thu Sep 19 12:43:43 2024	1726731823	15	19	34	14
Thu Sep 19 12:43:43 2024	1726731823	15	20	34	14
Thu Sep 19 12:43:43 2024	1726731823	6	28	34	18
Thu Sep 19 12:43:43 2024	1726731823	7	27	34	15
Thu Sep 19 12:43:43 2024	1726731823	8	27	34	15
Thu Sep 19 12:43:43 2024	1726731823	19	16	34	10
Thu Sep 19 12:43:43 2024	1726731823	7	28	34	17
Thu Sep 19 12:43:43 2024	1726731823	15	19	34	10
Thu Sep 19 12:43:43 2024	1726731823	20	14	35	7
Thu Sep 19 12:43:43 2024	1726731823	13	21	35	19
Thu Sep 19 12:43:43 2024	1726731823	15	19	35	16
Thu Sep 19 12:43:43 2024	1726731823	15	19	35	14
Thu Sep 19 12:43:43 2024	1726731823	16	19	35	15
Thu Sep 19 12:43:43 2024	1726731823	19	16	35	11
Thu Sep 19 12:43:43 2024	1726731823	8	27	35	15
Thu Sep 19 12:43:43 2024	1726731823	7	27	35	15
Thu Sep 19 12:43:43 2024	1726731823	8	27	35	18
Thu Sep 19 12:43:43 2024	1726731823	9	25	35	22
Thu Sep 19 12:43:43 2024	1726731823	17	17	35	17
Thu Sep 19 12:43:43 2024	1726731823	8	27	35	22
Thu Sep 19 12:43:43 2024	1726731823	17	17	35	17
Thu Sep 19 12:43:43 2024	1726731823	20	14	35	7
Thu Sep 19 12:43:43 2024	1726731823	17	18	35	13
Thu Sep 19 12:43:43 2024	1726731823	10	25	35	16
Thu Sep 19 12:43:43 2024	1726731823	13	22	35	19
Thu Sep 19 12:43:43 2024	1726731823	15	19	35	14
Thu Sep 19 12:43:43 2024	1726731823	7	28	35	15
Thu Sep 19 12:43:43 2024	1726731823	7	28	35	17
Thu Sep 19 12:43:43 2024	1726731823	16	19	35	15
Thu Sep 19 12:43:43 2024	1726731823	17	17	35	17
Thu Sep 19 12:43:43 2024	1726731823	10	25	35	17
Thu Sep 19 12:43:43 2024	1726731823	8	27	35	22
Thu Sep 19 12:43:43 2024	1726731823	8	27	35	15
Thu Sep 19 12:43:43 2024	1726731823	20	14	35	7
Thu Sep 19 12:43:43 2024	1726731823	15	19	35	15
Thu Sep 19 12:43:42 2024	1726731822	4	31	35	30
Thu Sep 19 12:43:43 2024	1726731823	8	27	35	18
Thu Sep 19 12:43:43 2024	1726731823	15	20	35	19
Thu Sep 19 12:43:43 2024	1726731823	17	18	35	17
Thu Sep 19 12:43:43 2024	1726731823	9	26	35	19
Thu Sep 19 12:43:43 2024	1726731823	18	17	35	16
Thu Sep 19 12:43:43 2024	1726731823	8	27	35	15
Thu Sep 19 12:43:43 2024	1726731823	7	28	35	15
Thu Sep 19 12:43:43 2024	1726731823	16	19	35	15
Thu Sep 19 12:43:43 2024	1726731823	19	16	35	11
Thu Sep 19 12:43:43 2024	1726731823	21	14	35	7
Thu Sep 19 12:43:42 2024	1726731822	4	31	35	30
Thu Sep 19 12:43:43 2024	1726731823	15	20	35	19
Thu Sep 19 12:43:43 2024	1726731823	11	24	35	20
Thu Sep 19 12:43:43 2024	1726731823	16	19	35	15
Thu Sep 19 12:43:43 2024	1726731823	14	21	35	15
Thu Sep 19 12:43:43 2024	1726731823	8	27	35	15
Thu Sep 19 12:43:42 2024	1726731822	4	31	35	30
Thu Sep 19 12:43:43 2024	1726731823	15	20	35	19
Thu Sep 19 12:43:43 2024	1726731823	10	25	35	24
Thu Sep 19 12:43:43 2024	1726731823	11	24	35	20
Thu Sep 19 12:43:43 2024	1726731823	15	20	35	14
Thu Sep 19 12:43:43 2024	1726731823	18	17	35	16
Thu Sep 19 12:43:43 2024	1726731823	16	20	35	15
Thu Sep 19 12:43:43 2024	1726731823	9	26	35	19
Thu Sep 19 12:43:43 2024	1726731823	17	18	35	17
Thu Sep 19 12:43:43 2024	1726731823	15	20	35	15
Thu Sep 19 12:43:43 2024	1726731823	10	25	35	23
Thu Sep 19 12:43:43 2024	1726731823	7	28	35	15
Thu Sep 19 12:43:43 2024	1726731823	10	25	35	17
Thu Sep 19 12:43:43 2024	1726731823	8	27	35	15
Thu Sep 19 12:43:42 2024	1726731822	4	31	35	31
Thu Sep 19 12:43:43 2024	1726731823	17	18	35	17
Thu Sep 19 12:43:43 2024	1726731823	10	26	35	24
Thu Sep 19 12:43:43 2024	1726731823	15	20	35	19
Thu Sep 19 12:43:43 2024	1726731823	17	18	35	17
Thu Sep 19 12:43:43 2024	1726731823	11	25	35	16
Thu Sep 19 12:43:43 2024	1726731823	16	20	35	15
Thu Sep 19 12:43:43 2024	1726731823	16	20	35	14
Thu Sep 19 12:43:43 2024	1726731823	16	20	35	15
Thu Sep 19 12:43:43 2024	1726731823	15	20	35	18
Thu Sep 19 12:43:43 2024	1726731823	16	20	35	10
Thu Sep 19 12:43:42 2024	1726731822	4	31	35	31
Thu Sep 19 12:43:43 2024	1726731823	8	27	35	15
Thu Sep 19 12:43:43 2024	1726731823	15	20	35	14
Thu Sep 19 12:43:43 2024	1726731823	14	21	35	15
Thu Sep 19 12:43:43 2024	1726731823	16	19	35	17
Thu Sep 19 12:43:43 2024	1726731823	10	26	35	24
Thu Sep 19 12:43:43 2024	1726731823	16	20	35	10
Thu Sep 19 12:43:43 2024	1726731823	9	26	35	19
Thu Sep 19 12:43:43 2024	1726731823	11	25	35	20
Thu Sep 19 12:43:43 2024	1726731823	16	19	35	13
Thu Sep 19 12:43:43 2024	1726731823	8	27	35	15
Thu Sep 19 12:43:43 2024	1726731823	14	21	35	18
Thu Sep 19 12:43:43 2024	1726731823	16	20	35	15
Thu Sep 19 12:43:43 2024	1726731823	16	20	35	15
Thu Sep 19 12:43:42 2024	1726731822	10	26	35	23
Thu Sep 19 12:43:43 2024	1726731823	18	18	35	17
Thu Sep 19 12:43:43 2024	1726731823	11	24	35	20
Thu Sep 19 12:43:43 2024	1726731823	15	21	35	14
Thu Sep 19 12:43:43 2024	1726731823	16	19	35	13
Thu Sep 19 12:43:42 2024	1726731822	10	26	36	23
Thu Sep 19 12:43:42 2024	1726731822	4	31	36	31
Thu Sep 19 12:43:43 2024	1726731823	14	22	36	19
Thu Sep 19 12:43:42 2024	1726731822	10	26	36	23
Thu Sep 19 12:43:43 2024	1726731823	8	27	36	15
Thu Sep 19 12:43:43 2024	1726731823	21	15	36	7
Thu Sep 19 12:43:43 2024	1726731823	14	21	36	15
Thu Sep 19 12:43:43 2024	1726731823	15	21	36	17
Thu Sep 19 12:43:42 2024	1726731822	4	31	36	31
Thu Sep 19 12:43:43 2024	1726731823	16	20	36	12
Thu Sep 19 12:43:43 2024	1726731823	13	22	36	17
Thu Sep 19 12:43:43 2024	1726731823	11	24	36	20
Thu Sep 19 12:43:43 2024	1726731823	11	25	36	20
Thu Sep 19 12:43:43 2024	1726731823	8	27	36	18
Thu Sep 19 12:43:43 2024	1726731823	10	25	36	18
Thu Sep 19 12:43:43 2024	1726731823	14	21	36	15
Thu Sep 19 12:43:43 2024	1726731823	10	25	36	18
Thu Sep 19 12:43:43 2024	1726731823	16	20	36	15
Thu Sep 19 12:43:43 2024	1726731823	18	18	36	8
Thu Sep 19 12:43:42 2024	1726731822	4	32	36	31
Thu Sep 19 12:43:43 2024	1726731823	16	19	36	13
Thu Sep 19 12:43:43 2024	1726731823	19	16	36	11
Thu Sep 19 12:43:42 2024	1726731822	10	26	36	26
Thu Sep 19 12:43:43 2024	1726731823	11	24	36	20
Thu Sep 19 12:43:43 2024	1726731823	15	21	36	15
Thu Sep 19 12:43:43 2024	1726731823	14	22	36	17
Thu Sep 19 12:43:43 2024	1726731823	18	18	36	10
Thu Sep 19 12:43:43 2024	1726731823	16	19	36	14
Thu Sep 19 12:43:43 2024	1726731823	16	20	36	13
Thu Sep 19 12:43:42 2024	1726731822	10	26	36	26
Thu Sep 19 12:43:43 2024	1726731823	10	26	36	18
Thu Sep 19 12:43:43 2024	1726731823	14	21	36	21
Thu Sep 19 12:43:43 2024	1726731823	14	22	36	21
Thu Sep 19 12:43:43 2024	1726731823	14	22	36	21
Thu Sep 19 12:43:43 2024	1726731823	9	27	36	18
Thu Sep 19 12:43:43 2024	1726731823	10	25	36	18
Thu Sep 19 12:43:43 2024	1726731823	12	24	36	20
Thu Sep 19 12:43:43 2024	1726731823	9	27	36	19
Thu Sep 19 12:43:43 2024	1726731823	15	21	36	14
Thu Sep 19 12:43:43 2024	1726731823	14	22	36	21
Thu Sep 19 12:43:43 2024	1726731823	16	20	36	13
Thu Sep 19 12:43:43 2024	1726731823	14	22	36	22
Thu Sep 19 12:43:43 2024	1726731823	14	22	36	17
Thu Sep 19 12:43:43 2024	1726731823	14	22	36	19
Thu Sep 19 12:43:42 2024	1726731822	7	29	36	27
Thu Sep 19 12:43:43 2024	1726731823	16	20	36	14
Thu Sep 19 12:43:43 2024	1726731823	16	20	36	11
Thu Sep 19 12:43:43 2024	1726731823	8	28	36	15
Thu Sep 19 12:43:43 2024	1726731823	7	29	36	22
Thu Sep 19 12:43:43 2024	1726731823	18	18	36	10
Thu Sep 19 12:43:43 2024	1726731823	12	24	36	20
Thu Sep 19 12:43:43 2024	1726731823	10	26	36	23
Thu Sep 19 12:43:43 2024	1726731823	1	35	36	34
Thu Sep 19 12:43:43 2024	1726731823	16	20	36	14
Thu Sep 19 12:43:43 2024	1726731823	10	26	36	23
Thu Sep 19 12:43:42 2024	1726731822	10	26	36	26
Thu Sep 19 12:43:43 2024	1726731823	14	22	36	17
Thu Sep 19 12:43:43 2024	1726731823	19	17	36	11
Thu Sep 19 12:43:43 2024	1726731823	14	22	36	17
Thu Sep 19 12:43:43 2024	1726731823	18	19	36	10
Thu Sep 19 12:43:43 2024	1726731823	12	25	36	20
Thu Sep 19 12:43:43 2024	1726731823	12	24	36	20
Thu Sep 19 12:43:43 2024	1726731823	12	24	36	21
Thu Sep 19 12:43:43 2024	1726731823	12	24	36	21
Thu Sep 19 12:43:43 2024	1726731823	16	20	36	12
Thu Sep 19 12:43:43 2024	1726731823	14	22	36	16
Thu Sep 19 12:43:43 2024	1726731823	13	24	36	20
Thu Sep 19 12:43:43 2024	1726731823	14	23	36	17
Thu Sep 19 12:43:43 2024	1726731823	16	21	36	11
Thu Sep 19 12:43:43 2024	1726731823	8	28	36	15
Thu Sep 19 12:43:43 2024	1726731823	20	17	36	8
Thu Sep 19 12:43:43 2024	1726731823	1	35	36	34
Thu Sep 19 12:43:43 2024	1726731823	20	16	36	7
Thu Sep 19 12:43:42 2024	1726731822	7	29	36	29
Thu Sep 19 12:43:43 2024	1726731823	18	19	36	10
Thu Sep 19 12:43:43 2024	1726731823	1	35	36	34
Thu Sep 19 12:43:43 2024	1726731823	12	25	36	21
Thu Sep 19 12:43:43 2024	1726731823	15	21	36	14
Thu Sep 19 12:43:43 2024	1726731823	19	17	36	11
Thu Sep 19 12:43:43 2024	1726731823	12	24	36	17
Thu Sep 19 12:43:43 2024	1726731823	12	25	36	20
Thu Sep 19 12:43:43 2024	1726731823	1	35	36	34
Thu Sep 19 12:43:43 2024	1726731823	14	22	36	19
Thu Sep 19 12:43:42 2024	1726731822	12	24	36	24
Thu Sep 19 12:43:43 2024	1726731823	1	35	36	35
Thu Sep 19 12:43:43 2024	1726731823	10	27	36	17
Thu Sep 19 12:43:42 2024	1726731822	7	29	36	29
Thu Sep 19 12:43:42 2024	1726731822	6	30	36	19
Thu Sep 19 12:43:43 2024	1726731823	1	35	36	35
Thu Sep 19 12:43:43 2024	1726731823	2	35	36	35
Thu Sep 19 12:43:43 2024	1726731823	10	26	36	18
Thu Sep 19 12:43:43 2024	1726731823	10	26	36	21
Thu Sep 19 12:43:43 2024	1726731823	11	26	36	20
Thu Sep 19 12:43:43 2024	1726731823	12	25	37	21
Thu Sep 19 12:43:43 2024	1726731823	1	35	37	35
Thu Sep 19 12:43:43 2024	1726731823	15	21	37	15
Thu Sep 19 12:43:43 2024	1726731823	16	21	37	17
Thu Sep 19 12:43:43 2024	1726731823	14	22	37	19
Thu Sep 19 12:43:43 2024	1726731823	2	35	37	35
Thu Sep 19 12:43:43 2024	1726731823	9	28	37	18
Thu Sep 19 12:43:43 2024	1726731823	18	18	37	13
Thu Sep 19 12:43:42 2024	1726731822	7	30	37	29
Thu Sep 19 12:43:43 2024	1726731823	15	21	37	9
Thu Sep 19 12:43:43 2024	1726731823	13	24	37	20
Thu Sep 19 12:43:43 2024	1726731823	6	31	37	21
Thu Sep 19 12:43:43 2024	1726731823	8	28	37	15
Thu Sep 19 12:43:42 2024	1726731822	6	30	37	19
Thu Sep 19 12:43:42 2024	1726731822	12	24	37	24
Thu Sep 19 12:43:43 2024	1726731823	9	27	37	19
Thu Sep 19 12:43:43 2024	1726731823	16	21	37	17
Thu Sep 19 12:43:43 2024	1726731823	18	18	37	13
Thu Sep 19 12:43:43 2024	1726731823	16	21	37	17
Thu Sep 19 12:43:43 2024	1726731823	15	21	37	15
Thu Sep 19 12:43:42 2024	1726731822	6	30	37	20
Thu Sep 19 12:43:43 2024	1726731823	14	22	37	19
Thu Sep 19 12:43:43 2024	1726731823	17	20	37	10
Thu Sep 19 12:43:43 2024	1726731823	13	24	37	20
Thu Sep 19 12:43:43 2024	1726731823	9	28	37	15
Thu Sep 19 12:43:43 2024	1726731823	9	28	37	18
Thu Sep 19 12:43:43 2024	1726731823	17	20	37	11
Thu Sep 19 12:43:43 2024	1726731823	16	21	37	11
Thu Sep 19 12:43:42 2024	1726731822	6	30	37	20
Thu Sep 19 12:43:43 2024	1726731823	8	29	37	15
Thu Sep 19 12:43:43 2024	1726731823	16	20	37	12
Thu Sep 19 12:43:43 2024	1726731823	6	31	37	22
Thu Sep 19 12:43:43 2024	1726731823	16	21	37	6
Thu Sep 19 12:43:42 2024	1726731822	6	30	37	20
Thu Sep 19 12:43:43 2024	1726731823	18	18	37	10
Thu Sep 19 12:43:42 2024	1726731822	4	33	37	31
Thu Sep 19 12:43:43 2024	1726731823	13	24	37	20
Thu Sep 19 12:43:43 2024	1726731823	10	27	37	17
Thu Sep 19 12:43:43 2024	1726731823	15	22	37	15
Thu Sep 19 12:43:43 2024	1726731823	14	23	37	14
Thu Sep 19 12:43:43 2024	1726731823	9	28	37	18
Thu Sep 19 12:43:43 2024	1726731823	14	23	37	16
Thu Sep 19 12:43:43 2024	1726731823	18	19	37	10
Thu Sep 19 12:43:43 2024	1726731823	17	20	37	12
Thu Sep 19 12:43:43 2024	1726731823	9	28	37	15
Thu Sep 19 12:43:43 2024	1726731823	16	21	37	20
Thu Sep 19 12:43:43 2024	1726731823	16	21	37	6
Thu Sep 19 12:43:43 2024	1726731823	6	31	37	22
Thu Sep 19 12:43:43 2024	1726731823	9	28	37	27
Thu Sep 19 12:43:42 2024	1726731822	4	33	37	31
Thu Sep 19 12:43:42 2024	1726731822	6	31	37	20
Thu Sep 19 12:43:43 2024	1726731823	16	21	37	11
Thu Sep 19 12:43:43 2024	1726731823	17	21	37	12
Thu Sep 19 12:43:43 2024	1726731823	17	20	37	13
Thu Sep 19 12:43:43 2024	1726731823	17	20	37	13
Thu Sep 19 12:43:43 2024	1726731823	13	24	37	14
Thu Sep 19 12:43:43 2024	1726731823	14	23	37	17
Thu Sep 19 12:43:43 2024	1726731823	12	25	37	16
Thu Sep 19 12:43:43 2024	1726731823	18	19	37	10
Thu Sep 19 12:43:43 2024	1726731823	18	19	37	10
Thu Sep 19 12:43:43 2024	1726731823	12	25	37	21
Thu Sep 19 12:43:43 2024	1726731823	11	26	37	19
Thu Sep 19 12:43:42 2024	1726731822	4	33	37	31
Thu Sep 19 12:43:43 2024	1726731823	6	31	37	22
Thu Sep 19 12:43:43 2024	1726731823	11	26	37	18
Thu Sep 19 12:43:43 2024	1726731823	15	22	37	15
Thu Sep 19 12:43:43 2024	1726731823	9	28	37	27
Thu Sep 19 12:43:43 2024	1726731823	16	21	37	20
Thu Sep 19 12:43:43 2024	1726731823	10	27	37	17
Thu Sep 19 12:43:43 2024	1726731823	18	20	37	11
Thu Sep 19 12:43:43 2024	1726731823	9	28	37	16
Thu Sep 19 12:43:43 2024	1726731823	16	21	37	6
Thu Sep 19 12:43:43 2024	1726731823	12	25	37	16
Thu Sep 19 12:43:42 2024	1726731822	7	30	37	20
Thu Sep 19 12:43:42 2024	1726731822	4	33	37	31
Thu Sep 19 12:43:43 2024	1726731823	12	25	37	16
Thu Sep 19 12:43:43 2024	1726731823	13	24	37	20
Thu Sep 19 12:43:43 2024	1726731823	6	31	37	22
Thu Sep 19 12:43:43 2024	1726731823	16	21	37	20
Thu Sep 19 12:43:43 2024	1726731823	18	20	37	10
Thu Sep 19 12:43:43 2024	1726731823	18	20	37	10
Thu Sep 19 12:43:42 2024	1726731822	4	33	37	31
Thu Sep 19 12:43:43 2024	1726731823	14	23	37	17
Thu Sep 19 12:43:43 2024	1726731823	10	27	37	18
Thu Sep 19 12:43:43 2024	1726731823	19	19	37	10
Thu Sep 19 12:43:42 2024	1726731822	7	30	37	20
Thu Sep 19 12:43:43 2024	1726731823	19	19	37	10
Thu Sep 19 12:43:43 2024	1726731823	16	21	37	6
Thu Sep 19 12:43:43 2024	1726731823	15	22	37	19
Thu Sep 19 12:43:43 2024	1726731823	6	32	37	22
Thu Sep 19 12:43:43 2024	1726731823	13	25	37	20
Thu Sep 19 12:43:43 2024	1726731823	17	21	37	12
Thu Sep 19 12:43:43 2024	1726731823	11	26	37	18
Thu Sep 19 12:43:42 2024	1726731822	4	33	37	31
Thu Sep 19 12:43:43 2024	1726731823	15	22	37	19
Thu Sep 19 12:43:43 2024	1726731823	11	26	37	18
Thu Sep 19 12:43:43 2024	1726731823	15	22	37	16
Thu Sep 19 12:43:42 2024	1726731822	7	30	37	20
Thu Sep 19 12:43:43 2024	1726731823	16	21	37	20
Thu Sep 19 12:43:43 2024	1726731823	9	28	37	16
Thu Sep 19 12:43:43 2024	1726731823	2	35	38	35
Thu Sep 19 12:43:43 2024	1726731823	9	28	38	18
Thu Sep 19 12:43:42 2024	1726731822	4	33	38	31
Thu Sep 19 12:43:43 2024	1726731823	11	26	38	18
Thu Sep 19 12:43:43 2024	1726731823	13	25	38	24
Thu Sep 19 12:43:43 2024	1726731823	19	19	38	10
Thu Sep 19 12:43:43 2024	1726731823	15	22	38	19
Thu Sep 19 12:43:43 2024	1726731823	16	22	38	20
Thu Sep 19 12:43:43 2024	1726731823	11	26	38	19
Thu Sep 19 12:43:43 2024	1726731823	7	30	38	17
Thu Sep 19 12:43:42 2024	1726731822	7	30	38	20
Thu Sep 19 12:43:43 2024	1726731823	9	29	38	16
Thu Sep 19 12:43:43 2024	1726731823	11	26	38	18
Thu Sep 19 12:43:43 2024	1726731823	15	22	38	19
Thu Sep 19 12:43:43 2024	1726731823	14	24	38	17
Thu Sep 19 12:43:43 2024	1726731823	16	22	38	15
Thu Sep 19 12:43:43 2024	1726731823	12	25	38	16
Thu Sep 19 12:43:43 2024	1726731823	16	22	38	20
Thu Sep 19 12:43:43 2024	1726731823	12	26	38	18
Thu Sep 19 12:43:43 2024	1726731823	15	22	38	16
Thu Sep 19 12:43:43 2024	1726731823	14	23	38	17
Thu Sep 19 12:43:43 2024	1726731823	9	28	38	27
Thu Sep 19 12:43:42 2024	1726731822	7	31	38	20
Thu Sep 19 12:43:43 2024	1726731823	9	28	38	18
Thu Sep 19 12:43:43 2024	1726731823	15	23	38	19
Thu Sep 19 12:43:43 2024	1726731823	18	20	38	13
Thu Sep 19 12:43:43 2024	1726731823	16	21	38	13
Thu Sep 19 12:43:43 2024	1726731823	15	23	38	19
Thu Sep 19 12:43:43 2024	1726731823	15	23	38	16
Thu Sep 19 12:43:43 2024	1726731823	14	24	38	11
Thu Sep 19 12:43:43 2024	1726731823	7	30	38	17
Thu Sep 19 12:43:43 2024	1726731823	12	26	38	18
Thu Sep 19 12:43:43 2024	1726731823	14	24	38	17
Thu Sep 19 12:43:43 2024	1726731823	10	28	38	18
Thu Sep 19 12:43:43 2024	1726731823	18	20	38	13
Thu Sep 19 12:43:43 2024	1726731823	15	23	38	16
Thu Sep 19 12:43:43 2024	1726731823	13	25	38	16
Thu Sep 19 12:43:43 2024	1726731823	6	32	38	22
Thu Sep 19 12:43:43 2024	1726731823	12	26	38	16
Thu Sep 19 12:43:43 2024	1726731823	16	22	38	15
Thu Sep 19 12:43:43 2024	1726731823	10	29	38	18
Thu Sep 19 12:43:43 2024	1726731823	15	23	38	16
Thu Sep 19 12:43:43 2024	1726731823	11	27	38	19
Thu Sep 19 12:43:43 2024	1726731823	18	20	38	13
Thu Sep 19 12:43:43 2024	1726731823	16	22	38	22
Thu Sep 19 12:43:43 2024	1726731823	18	20	38	13
Thu Sep 19 12:43:43 2024	1726731823	8	30	38	15
Thu Sep 19 12:43:43 2024	1726731823	18	20	38	18
Thu Sep 19 12:43:43 2024	1726731823	15	23	38	19
Thu Sep 19 12:43:43 2024	1726731823	10	28	38	19
Thu Sep 19 12:43:43 2024	1726731823	14	24	38	17
Thu Sep 19 12:43:42 2024	1726731822	4	34	38	31
Thu Sep 19 12:43:43 2024	1726731823	21	17	38	11
Thu Sep 19 12:43:43 2024	1726731823	16	22	38	22
Thu Sep 19 12:43:43 2024	1726731823	19	19	38	15
Thu Sep 19 12:43:43 2024	1726731823	8	30	38	15
Thu Sep 19 12:43:43 2024	1726731823	11	27	38	19
Thu Sep 19 12:43:43 2024	1726731823	13	25	38	23
Thu Sep 19 12:43:43 2024	1726731823	21	17	38	11
Thu Sep 19 12:43:43 2024	1726731823	15	23	38	19
Thu Sep 19 12:43:43 2024	1726731823	18	21	38	12
Thu Sep 19 12:43:43 2024	1726731823	17	21	38	13
Thu Sep 19 12:43:43 2024	1726731823	17	21	38	13
Thu Sep 19 12:43:43 2024	1726731823	13	26	38	16
Thu Sep 19 12:43:43 2024	1726731823	15	24	38	17
Thu Sep 19 12:43:43 2024	1726731823	13	25	38	20
Thu Sep 19 12:43:43 2024	1726731823	14	25	38	17
Thu Sep 19 12:43:43 2024	1726731823	14	25	38	18
Thu Sep 19 12:43:43 2024	1726731823	19	19	38	15
Thu Sep 19 12:43:42 2024	1726731822	9	30	38	20
Thu Sep 19 12:43:42 2024	1726731822	4	34	38	31
Thu Sep 19 12:43:43 2024	1726731823	16	23	38	22
Thu Sep 19 12:43:43 2024	1726731823	12	27	38	18
Thu Sep 19 12:43:43 2024	1726731823	18	21	39	11
Thu Sep 19 12:43:43 2024	1726731823	17	22	39	13
Thu Sep 19 12:43:43 2024	1726731823	11	28	39	19
Thu Sep 19 12:43:43 2024	1726731823	13	25	39	23
Thu Sep 19 12:43:43 2024	1726731823	18	21	39	6
Thu Sep 19 12:43:43 2024	1726731823	14	25	39	17
Thu Sep 19 12:43:43 2024	1726731823	21	17	39	15
Thu Sep 19 12:43:43 2024	1726731823	19	19	39	15
Thu Sep 19 12:43:42 2024	1726731822	9	30	39	20
Thu Sep 19 12:43:43 2024	1726731823	18	21	39	19
Thu Sep 19 12:43:42 2024	1726731822	4	34	39	31
Thu Sep 19 12:43:43 2024	1726731823	13	26	39	24
Thu Sep 19 12:43:43 2024	1726731823	15	24	39	17
Thu Sep 19 12:43:43 2024	1726731823	13	26	39	16
Thu Sep 19 12:43:43 2024	1726731823	12	27	39	18
Thu Sep 19 12:43:43 2024	1726731823	18	21	39	11
Thu Sep 19 12:43:43 2024	1726731823	14	25	39	20
Thu Sep 19 12:43:43 2024	1726731823	14	24	39	17
Thu Sep 19 12:43:43 2024	1726731823	13	25	39	20
Thu Sep 19 12:43:42 2024	1726731822	9	30	39	20
Thu Sep 19 12:43:43 2024	1726731823	22	17	39	11
Thu Sep 19 12:43:43 2024	1726731823	13	26	39	16
Thu Sep 19 12:43:43 2024	1726731823	18	21	39	6
Thu Sep 19 12:43:42 2024	1726731822	4	34	39	31
Thu Sep 19 12:43:43 2024	1726731823	19	19	39	15
Thu Sep 19 12:43:42 2024	1726731822	9	30	39	20
Thu Sep 19 12:43:42 2024	1726731822	9	29	39	22
Thu Sep 19 12:43:43 2024	1726731823	18	21	39	19
Thu Sep 19 12:43:43 2024	1726731823	16	23	39	15
Thu Sep 19 12:43:42 2024	1726731822	9	30	39	20
Thu Sep 19 12:43:43 2024	1726731823	13	26	39	24
Thu Sep 19 12:43:43 2024	1726731823	14	25	39	17
Thu Sep 19 12:43:43 2024	1726731823	14	25	39	21
Thu Sep 19 12:43:43 2024	1726731823	21	18	39	15
Thu Sep 19 12:43:43 2024	1726731823	15	24	39	17
Thu Sep 19 12:43:43 2024	1726731823	13	26	39	16
Thu Sep 19 12:43:43 2024	1726731823	18	21	39	12
Thu Sep 19 12:43:43 2024	1726731823	15	23	39	16
Thu Sep 19 12:43:43 2024	1726731823	12	27	39	18
Thu Sep 19 12:43:42 2024	1726731822	4	34	39	31
Thu Sep 19 12:43:42 2024	1726731822	9	30	39	20
Thu Sep 19 12:43:43 2024	1726731823	14	25	39	21
Thu Sep 19 12:43:42 2024	1726731822	10	29	39	22
Thu Sep 19 12:43:43 2024	1726731823	21	18	39	15
Thu Sep 19 12:43:43 2024	1726731823	19	19	39	16
Thu Sep 19 12:43:42 2024	1726731822	9	30	39	20
Thu Sep 19 12:43:43 2024	1726731823	13	26	39	16
Thu Sep 19 12:43:43 2024	1726731823	15	24	39	17
Thu Sep 19 12:43:42 2024	1726731822	4	35	39	31
Thu Sep 19 12:43:43 2024	1726731823	12	26	39	16
Thu Sep 19 12:43:43 2024	1726731823	10	29	39	18
Thu Sep 19 12:43:42 2024	1726731822	9	30	39	20
Thu Sep 19 12:43:43 2024	1726731823	19	19	39	15
Thu Sep 19 12:43:43 2024	1726731823	18	21	39	6
