starttime	seconds	ctime	dtime	ttime	wait
Thu Sep 19 12:43:20 2024	1726731800	1	19	20	13
Thu Sep 19 12:43:20 2024	1726731800	3	17	20	15
Thu Sep 19 12:43:20 2024	1726731800	3	17	20	16
Thu Sep 19 12:43:20 2024	1726731800	13	7	20	7
Thu Sep 19 12:43:20 2024	1726731800	3	17	20	15
Thu Sep 19 12:43:20 2024	1726731800	14	6	20	5
Thu Sep 19 12:43:20 2024	1726731800	4	16	20	9
Thu Sep 19 12:43:20 2024	1726731800	13	7	20	7
Thu Sep 19 12:43:20 2024	1726731800	4	16	20	11
Thu Sep 19 12:43:20 2024	1726731800	4	16	20	11
Thu Sep 19 12:43:20 2024	1726731800	7	13	20	11
Thu Sep 19 12:43:20 2024	1726731800	4	16	20	11
Thu Sep 19 12:43:20 2024	1726731800	5	15	20	14
Thu Sep 19 12:43:20 2024	1726731800	2	19	20	15
Thu Sep 19 12:43:20 2024	1726731800	2	19	20	18
Thu Sep 19 12:43:20 2024	1726731800	2	19	20	18
Thu Sep 19 12:43:20 2024	1726731800	4	16	20	11
Thu Sep 19 12:43:20 2024	1726731800	13	8	20	7
Thu Sep 19 12:43:20 2024	1726731800	5	15	20	14
Thu Sep 19 12:43:20 2024	1726731800	0	20	20	20
Thu Sep 19 12:43:20 2024	1726731800	5	16	20	11
Thu Sep 19 12:43:20 2024	1726731800	4	16	20	9
Thu Sep 19 12:43:20 2024	1726731800	3	17	20	15
Thu Sep 19 12:43:20 2024	1726731800	2	19	21	13
Thu Sep 19 12:43:20 2024	1726731800	13	8	21	7
Thu Sep 19 12:43:20 2024	1726731800	7	13	21	11
Thu Sep 19 12:43:20 2024	1726731800	1	20	21	14
Thu Sep 19 12:43:20 2024	1726731800	4	16	21	9
Thu Sep 19 12:43:20 2024	1726731800	13	8	21	7
Thu Sep 19 12:43:20 2024	1726731800	15	6	21	5
Thu Sep 19 12:43:20 2024	1726731800	13	8	21	7
Thu Sep 19 12:43:20 2024	1726731800	13	7	21	7
Thu Sep 19 12:43:20 2024	1726731800	3	18	21	15
Thu Sep 19 12:43:20 2024	1726731800	0	21	21	19
Thu Sep 19 12:43:20 2024	1726731800	3	18	21	15
Thu Sep 19 12:43:20 2024	1726731800	2	19	21	14
Thu Sep 19 12:43:20 2024	1726731800	3	18	21	18
Thu Sep 19 12:43:20 2024	1726731800	9	13	21	10
Thu Sep 19 12:43:20 2024	1726731800	3	18	21	15
Thu Sep 19 12:43:20 2024	1726731800	5	16	21	10
Thu Sep 19 12:43:20 2024	1726731800	2	20	21	19
Thu Sep 19 12:43:20 2024	1726731800	0	21	21	21
Thu Sep 19 12:43:20 2024	1726731800	0	21	22	21
Thu Sep 19 12:43:20 2024	1726731800	9	13	22	10
Thu Sep 19 12:43:20 2024	1726731800	2	20	22	14
Thu Sep 19 12:43:20 2024	1726731800	3	19	22	18
Thu Sep 19 12:43:20 2024	1726731800	0	21	22	20
Thu Sep 19 12:43:20 2024	1726731800	9	13	22	13
Thu Sep 19 12:43:20 2024	1726731800	2	20	22	19
Thu Sep 19 12:43:20 2024	1726731800	5	16	22	11
Thu Sep 19 12:43:20 2024	1726731800	3	19	22	18
Thu Sep 19 12:43:20 2024	1726731800	9	13	22	13
Thu Sep 19 12:43:20 2024	1726731800	2	20	22	19
Thu Sep 19 12:43:20 2024	1726731800	2	20	22	19
Thu Sep 19 12:43:20 2024	1726731800	0	22	22	20
Thu Sep 19 12:43:20 2024	1726731800	2	20	22	14
Thu Sep 19 12:43:20 2024	1726731800	2	20	22	14
Thu Sep 19 12:43:20 2024	1726731800	2	20	22	14
Thu Sep 19 12:43:20 2024	1726731800	2	20	22	14
Thu Sep 19 12:43:20 2024	1726731800	0	22	22	20
Thu Sep 19 12:43:20 2024	1726731800	0	22	22	21
Thu Sep 19 12:43:20 2024	1726731800	0	22	22	21
Thu Sep 19 12:43:20 2024	1726731800	0	22	22	21
Thu Sep 19 12:43:20 2024	1726731800	14	9	22	8
Thu Sep 19 12:43:20 2024	1726731800	2	20	22	14
Thu Sep 19 12:43:20 2024	1726731800	3	19	22	18
Thu Sep 19 12:43:20 2024	1726731800	7	16	22	11
Thu Sep 19 12:43:20 2024	1726731800	1	22	22	21
Thu Sep 19 12:43:20 2024	1726731800	0	22	22	21
Thu Sep 19 12:43:20 2024	1726731800	0	22	22	21
Thu Sep 19 12:43:20 2024	1726731800	0	22	22	21
Thu Sep 19 12:43:20 2024	1726731800	16	6	23	5
Thu Sep 19 12:43:20 2024	1726731800	3	19	23	18
Thu Sep 19 12:43:20 2024	1726731800	0	22	23	20
Thu Sep 19 12:43:20 2024	1726731800	2	20	23	14
Thu Sep 19 12:43:20 2024	1726731800	9	13	23	13
Thu Sep 19 12:43:20 2024	1726731800	2	20	23	20
Thu Sep 19 12:43:20 2024	1726731800	14	9	23	8
Thu Sep 19 12:43:20 2024	1726731800	14	8	23	6
Thu Sep 19 12:43:20 2024	1726731800	14	8	23	6
Thu Sep 19 12:43:20 2024	1726731800	2	20	23	14
Thu Sep 19 12:43:20 2024	1726731800	4	19	23	18
Thu Sep 19 12:43:21 2024	1726731801	19	4	23	4
Thu Sep 19 12:43:20 2024	1726731800	2	20	23	14
Thu Sep 19 12:43:20 2024	1726731800	2	20	23	20
Thu Sep 19 12:43:20 2024	1726731800	4	19	23	18
Thu Sep 19 12:43:20 2024	1726731800	9	14	23	13
Thu Sep 19 12:43:20 2024	1726731800	4	19	23	18
Thu Sep 19 12:43:20 2024	1726731800	1	21	23	13
Thu Sep 19 12:43:20 2024	1726731800	1	21	23	13
Thu Sep 19 12:43:20 2024	1726731800	3	20	23	14
Thu Sep 19 12:43:20 2024	1726731800	1	21	23	13
Thu Sep 19 12:43:20 2024	1726731800	4	19	23	18
Thu Sep 19 12:43:20 2024	1726731800	0	23	23	22
Thu Sep 19 12:43:20 2024	1726731800	0	23	23	21
Thu Sep 19 12:43:20 2024	1726731800	0	23	23	21
Thu Sep 19 12:43:20 2024	1726731800	2	21	23	13
Thu Sep 19 12:43:20 2024	1726731800	2	21	23	14
Thu Sep 19 12:43:20 2024	1726731800	2	21	23	13
Thu Sep 19 12:43:20 2024	1726731800	2	21	23	13
Thu Sep 19 12:43:20 2024	1726731800	4	19	23	18
Thu Sep 19 12:43:20 2024	1726731800	7	16	23	11
Thu Sep 19 12:43:20 2024	1726731800	14	9	23	6
Thu Sep 19 12:43:20 2024	1726731800	0	23	23	22
Thu Sep 19 12:43:20 2024	1726731800	0	23	23	22
Thu Sep 19 12:43:20 2024	1726731800	0	23	23	22
Thu Sep 19 12:43:20 2024	1726731800	3	21	23	14
Thu Sep 19 12:43:20 2024	1726731800	1	22	23	22
Thu Sep 19 12:43:20 2024	1726731800	0	23	23	22
Thu Sep 19 12:43:20 2024	1726731800	3	21	23	14
Thu Sep 19 12:43:20 2024	1726731800	1	22	23	22
Thu Sep 19 12:43:20 2024	1726731800	4	19	23	18
Thu Sep 19 12:43:20 2024	1726731800	0	23	23	22
Thu Sep 19 12:43:20 2024	1726731800	15	9	23	7
Thu Sep 19 12:43:20 2024	1726731800	1	22	23	13
Thu Sep 19 12:43:20 2024	1726731800	3	20	23	19
Thu Sep 19 12:43:20 2024	1726731800	7	17	23	11
Thu Sep 19 12:43:20 2024	1726731800	2	21	23	14
Thu Sep 19 12:43:20 2024	1726731800	0	23	23	23
Thu Sep 19 12:43:20 2024	1726731800	2	21	23	14
Thu Sep 19 12:43:20 2024	1726731800	7	16	23	11
Thu Sep 19 12:43:20 2024	1726731800	15	9	23	7
Thu Sep 19 12:43:20 2024	1726731800	7	16	23	14
Thu Sep 19 12:43:20 2024	1726731800	15	9	24	7
Thu Sep 19 12:43:20 2024	1726731800	5	19	24	19
Thu Sep 19 12:43:20 2024	1726731800	7	17	24	11
Thu Sep 19 12:43:20 2024	1726731800	7	17	24	14
Thu Sep 19 12:43:20 2024	1726731800	15	9	24	7
Thu Sep 19 12:43:20 2024	1726731800	7	17	24	11
Thu Sep 19 12:43:20 2024	1726731800	4	19	24	9
Thu Sep 19 12:43:20 2024	1726731800	7	17	24	14
Thu Sep 19 12:43:20 2024	1726731800	1	23	24	15
Thu Sep 19 12:43:20 2024	1726731800	4	20	24	19
Thu Sep 19 12:43:20 2024	1726731800	7	17	24	12
Thu Sep 19 12:43:20 2024	1726731800	7	17	24	11
Thu Sep 19 12:43:20 2024	1726731800	7	17	24	14
Thu Sep 19 12:43:20 2024	1726731800	7	17	24	12
Thu Sep 19 12:43:20 2024	1726731800	11	13	24	13
Thu Sep 19 12:43:20 2024	1726731800	7	17	24	11
Thu Sep 19 12:43:20 2024	1726731800	0	24	24	23
Thu Sep 19 12:43:20 2024	1726731800	7	17	24	13
Thu Sep 19 12:43:20 2024	1726731800	5	20	24	19
Thu Sep 19 12:43:20 2024	1726731800	7	17	24	12
Thu Sep 19 12:43:20 2024	1726731800	7	17	24	11
Thu Sep 19 12:43:20 2024	1726731800	11	13	24	13
Thu Sep 19 12:43:20 2024	1726731800	7	17	24	12
Thu Sep 19 12:43:20 2024	1726731800	11	14	25	13
Thu Sep 19 12:43:20 2024	1726731800	7	17	25	11
Thu Sep 19 12:43:20 2024	1726731800	14	10	25	9
Thu Sep 19 12:43:20 2024	1726731800	13	12	25	11
Thu Sep 19 12:43:20 2024	1726731800	11	13	25	13
Thu Sep 19 12:43:20 2024	1726731800	7	17	25	12
Thu Sep 19 12:43:20 2024	1726731800	15	10	25	7
Thu Sep 19 12:43:20 2024	1726731800	11	14	25	13
Thu Sep 19 12:43:20 2024	1726731800	14	10	25	10
Thu Sep 19 12:43:20 2024	1726731800	1	24	25	9
Thu Sep 19 12:43:20 2024	1726731800	11	14	25	8
Thu Sep 19 12:43:20 2024	1726731800	8	17	25	12
Thu Sep 19 12:43:20 2024	1726731800	6	19	25	9
Thu Sep 19 12:43:20 2024	1726731800	11	14	25	13
Thu Sep 19 12:43:20 2024	1726731800	14	11	25	10
Thu Sep 19 12:43:20 2024	1726731800	10	15	25	9
Thu Sep 19 12:43:20 2024	1726731800	10	15	25	9
Thu Sep 19 12:43:20 2024	1726731800	11	14	25	8
Thu Sep 19 12:43:20 2024	1726731800	11	14	25	8
Thu Sep 19 12:43:20 2024	1726731800	8	17	25	12
Thu Sep 19 12:43:20 2024	1726731800	5	20	25	9
Thu Sep 19 12:43:20 2024	1726731800	10	15	25	8
Thu Sep 19 12:43:20 2024	1726731800	10	15	25	8
Thu Sep 19 12:43:20 2024	1726731800	10	15	25	9
Thu Sep 19 12:43:20 2024	1726731800	10	15	25	9
Thu Sep 19 12:43:20 2024	1726731800	11	14	25	8
Thu Sep 19 12:43:20 2024	1726731800	14	11	25	10
Thu Sep 19 12:43:20 2024	1726731800	3	23	25	20
Thu Sep 19 12:43:20 2024	1726731800	10	15	25	9
Thu Sep 19 12:43:20 2024	1726731800	10	15	25	10
Thu Sep 19 12:43:20 2024	1726731800	10	16	25	10
Thu Sep 19 12:43:20 2024	1726731800	15	10	25	10
Thu Sep 19 12:43:20 2024	1726731800	3	23	25	20
Thu Sep 19 12:43:20 2024	1726731800	0	25	25	24
Thu Sep 19 12:43:20 2024	1726731800	3	23	25	20
Thu Sep 19 12:43:20 2024	1726731800	14	11	25	10
Thu Sep 19 12:43:20 2024	1726731800	15	11	25	10
Thu Sep 19 12:43:20 2024	1726731800	6	20	25	9
Thu Sep 19 12:43:20 2024	1726731800	3	23	25	20
Thu Sep 19 12:43:20 2024	1726731800	14	11	25	10
Thu Sep 19 12:43:20 2024	1726731800	8	18	25	14
Thu Sep 19 12:43:20 2024	1726731800	13	13	25	12
Thu Sep 19 12:43:20 2024	1726731800	12	14	26	13
Thu Sep 19 12:43:20 2024	1726731800	15	11	26	10
Thu Sep 19 12:43:20 2024	1726731800	13	13	26	12
Thu Sep 19 12:43:20 2024	1726731800	1	25	26	11
Thu Sep 19 12:43:20 2024	1726731800	10	16	26	7
Thu Sep 19 12:43:20 2024	1726731800	13	13	26	12
Thu Sep 19 12:43:20 2024	1726731800	13	13	26	12
Thu Sep 19 12:43:20 2024	1726731800	10	16	26	7
Thu Sep 19 12:43:20 2024	1726731800	13	13	26	12
Thu Sep 19 12:43:20 2024	1726731800	3	23	26	20
Thu Sep 19 12:43:20 2024	1726731800	4	23	26	14
Thu Sep 19 12:43:20 2024	1726731800	13	13	26	12
Thu Sep 19 12:43:20 2024	1726731800	12	14	26	13
Thu Sep 19 12:43:20 2024	1726731800	8	18	26	14
Thu Sep 19 12:43:20 2024	1726731800	13	13	26	12
Thu Sep 19 12:43:20 2024	1726731800	13	14	26	13
Thu Sep 19 12:43:20 2024	1726731800	3	24	26	20
Thu Sep 19 12:43:20 2024	1726731800	10	16	26	2
Thu Sep 19 12:43:20 2024	1726731800	13	13	27	12
Thu Sep 19 12:43:20 2024	1726731800	10	16	27	4
Thu Sep 19 12:43:20 2024	1726731800	20	6	27	5
Thu Sep 19 12:43:20 2024	1726731800	14	13	27	10
Thu Sep 19 12:43:20 2024	1726731800	15	12	27	11
Thu Sep 19 12:43:20 2024	1726731800	15	12	27	11
Thu Sep 19 12:43:20 2024	1726731800	3	24	27	20
Thu Sep 19 12:43:20 2024	1726731800	7	20	27	20
Thu Sep 19 12:43:20 2024	1726731800	1	26	27	21
Thu Sep 19 12:43:20 2024	1726731800	1	26	27	22
Thu Sep 19 12:43:20 2024	1726731800	1	26	27	25
Thu Sep 19 12:43:20 2024	1726731800	1	26	27	21
Thu Sep 19 12:43:20 2024	1726731800	1	26	27	21
Thu Sep 19 12:43:20 2024	1726731800	1	26	27	22
Thu Sep 19 12:43:20 2024	1726731800	1	26	27	22
Thu Sep 19 12:43:20 2024	1726731800	1	26	27	21
Thu Sep 19 12:43:20 2024	1726731800	3	24	27	20
Thu Sep 19 12:43:20 2024	1726731800	1	26	27	21
Thu Sep 19 12:43:20 2024	1726731800	11	16	27	8
Thu Sep 19 12:43:20 2024	1726731800	1	26	27	22
Thu Sep 19 12:43:20 2024	1726731800	13	14	27	13
Thu Sep 19 12:43:20 2024	1726731800	1	26	27	22
Thu Sep 19 12:43:20 2024	1726731800	15	12	27	11
Thu Sep 19 12:43:20 2024	1726731800	1	26	27	21
Thu Sep 19 12:43:20 2024	1726731800	1	26	27	21
Thu Sep 19 12:43:20 2024	1726731800	4	23	27	15
Thu Sep 19 12:43:20 2024	1726731800	3	24	27	20
Thu Sep 19 12:43:20 2024	1726731800	0	26	27	21
Thu Sep 19 12:43:20 2024	1726731800	7	20	27	9
Thu Sep 19 12:43:20 2024	1726731800	1	26	27	21
Thu Sep 19 12:43:20 2024	1726731800	1	26	27	21
Thu Sep 19 12:43:20 2024	1726731800	13	14	27	13
Thu Sep 19 12:43:20 2024	1726731800	4	23	27	15
Thu Sep 19 12:43:20 2024	1726731800	15	12	27	11
Thu Sep 19 12:43:20 2024	1726731800	13	14	27	13
Thu Sep 19 12:43:20 2024	1726731800	7	20	27	9
Thu Sep 19 12:43:20 2024	1726731800	13	14	27	13
Thu Sep 19 12:43:20 2024	1726731800	15	12	27	11
Thu Sep 19 12:43:20 2024	1726731800	21	6	27	5
Thu Sep 19 12:43:20 2024	1726731800	9	19	27	17
Thu Sep 19 12:43:20 2024	1726731800	7	20	27	9
Thu Sep 19 12:43:20 2024	1726731800	15	12	27	11
Thu Sep 19 12:43:20 2024	1726731800	13	14	27	13
Thu Sep 19 12:43:20 2024	1726731800	11	16	27	13
Thu Sep 19 12:43:20 2024	1726731800	7	21	28	9
Thu Sep 19 12:43:20 2024	1726731800	13	14	28	14
Thu Sep 19 12:43:20 2024	1726731800	21	6	28	5
Thu Sep 19 12:43:20 2024	1726731800	15	12	28	11
Thu Sep 19 12:43:20 2024	1726731800	13	14	28	14
Thu Sep 19 12:43:20 2024	1726731800	15	12	28	11
Thu Sep 19 12:43:20 2024	1726731800	15	13	28	11
Thu Sep 19 12:43:20 2024	1726731800	3	25	28	4
Thu Sep 19 12:43:20 2024	1726731800	15	13	28	11
Thu Sep 19 12:43:20 2024	1726731800	15	13	28	11
Thu Sep 19 12:43:20 2024	1726731800	14	14	28	14
Thu Sep 19 12:43:20 2024	1726731800	0	28	28	20
Thu Sep 19 12:43:20 2024	1726731800	3	25	28	4
Thu Sep 19 12:43:20 2024	1726731800	10	18	28	6
Thu Sep 19 12:43:20 2024	1726731800	3	25	28	20
Thu Sep 19 12:43:20 2024	1726731800	15	13	28	12
Thu Sep 19 12:43:20 2024	1726731800	3	25	28	5
Thu Sep 19 12:43:20 2024	1726731800	3	25	28	5
Thu Sep 19 12:43:20 2024	1726731800	3	25	28	5
Thu Sep 19 12:43:20 2024	1726731800	3	26	28	5
Thu Sep 19 12:43:20 2024	1726731800	3	26	28	5
Thu Sep 19 12:43:20 2024	1726731800	3	26	28	10
Thu Sep 19 12:43:20 2024	1726731800	15	13	28	12
Thu Sep 19 12:43:20 2024	1726731800	3	25	28	20
Thu Sep 19 12:43:20 2024	1726731800	15	13	28	12
Thu Sep 19 12:43:20 2024	1726731800	8	21	28	17
Thu Sep 19 12:43:20 2024	1726731800	4	24	28	24
Thu Sep 19 12:43:20 2024	1726731800	8	21	29	17
Thu Sep 19 12:43:20 2024	1726731800	8	21	29	17
Thu Sep 19 12:43:20 2024	1726731800	1	28	29	21
Thu Sep 19 12:43:20 2024	1726731800	5	24	29	23
Thu Sep 19 12:43:20 2024	1726731800	8	21	29	17
Thu Sep 19 12:43:20 2024	1726731800	5	24	29	23
Thu Sep 19 12:43:20 2024	1726731800	8	21	29	17
Thu Sep 19 12:43:20 2024	1726731800	5	24	29	23
Thu Sep 19 12:43:20 2024	1726731800	5	24	29	23
Thu Sep 19 12:43:20 2024	1726731800	10	19	29	18
Thu Sep 19 12:43:20 2024	1726731800	7	22	29	9
Thu Sep 19 12:43:20 2024	1726731800	8	21	29	17
Thu Sep 19 12:43:20 2024	1726731800	5	24	29	23
Thu Sep 19 12:43:20 2024	1726731800	16	13	29	12
Thu Sep 19 12:43:20 2024	1726731800	5	24	29	23
Thu Sep 19 12:43:20 2024	1726731800	13	16	29	4
Thu Sep 19 12:43:20 2024	1726731800	10	19	29	18
Thu Sep 19 12:43:20 2024	1726731800	8	21	29	17
Thu Sep 19 12:43:20 2024	1726731800	5	24	29	23
Thu Sep 19 12:43:20 2024	1726731800	13	16	29	4
Thu Sep 19 12:43:20 2024	1726731800	10	19	29	18
Thu Sep 19 12:43:20 2024	1726731800	13	16	29	12
Thu Sep 19 12:43:20 2024	1726731800	13	16	29	4
Thu Sep 19 12:43:20 2024	1726731800	10	19	29	18
Thu Sep 19 12:43:20 2024	1726731800	23	6	29	5
Thu Sep 19 12:43:20 2024	1726731800	11	19	29	18
Thu Sep 19 12:43:20 2024	1726731800	15	15	29	14
Thu Sep 19 12:43:20 2024	1726731800	10	19	30	18
Thu Sep 19 12:43:20 2024	1726731800	7	22	30	9
Thu Sep 19 12:43:20 2024	1726731800	17	13	30	12
Thu Sep 19 12:43:20 2024	1726731800	10	19	30	18
Thu Sep 19 12:43:20 2024	1726731800	23	7	30	5
Thu Sep 19 12:43:20 2024	1726731800	8	21	30	17
Thu Sep 19 12:43:20 2024	1726731800	4	26	30	23
Thu Sep 19 12:43:20 2024	1726731800	1	29	30	22
Thu Sep 19 12:43:20 2024	1726731800	10	19	30	18
Thu Sep 19 12:43:20 2024	1726731800	10	20	30	18
Thu Sep 19 12:43:20 2024	1726731800	4	26	30	23
Thu Sep 19 12:43:20 2024	1726731800	10	19	30	18
Thu Sep 19 12:43:20 2024	1726731800	2	28	30	17
Thu Sep 19 12:43:20 2024	1726731800	4	26	30	25
Thu Sep 19 12:43:20 2024	1726731800	0	30	30	20
Thu Sep 19 12:43:20 2024	1726731800	17	13	30	12
Thu Sep 19 12:43:20 2024	1726731800	4	26	30	23
Thu Sep 19 12:43:20 2024	1726731800	0	30	30	20
Thu Sep 19 12:43:20 2024	1726731800	15	15	30	14
Thu Sep 19 12:43:20 2024	1726731800	0	30	30	20
Thu Sep 19 12:43:20 2024	1726731800	0	30	30	20
Thu Sep 19 12:43:20 2024	1726731800	0	30	30	20
Thu Sep 19 12:43:20 2024	1726731800	5	25	30	23
Thu Sep 19 12:43:20 2024	1726731800	1	30	30	27
Thu Sep 19 12:43:20 2024	1726731800	15	15	30	14
Thu Sep 19 12:43:20 2024	1726731800	4	26	30	23
Thu Sep 19 12:43:20 2024	1726731800	3	28	30	17
Thu Sep 19 12:43:20 2024	1726731800	5	26	30	23
Thu Sep 19 12:43:20 2024	1726731800	11	20	30	18
Thu Sep 19 12:43:20 2024	1726731800	13	17	30	12
Thu Sep 19 12:43:20 2024	1726731800	17	13	30	12
Thu Sep 19 12:43:20 2024	1726731800	9	21	30	17
Thu Sep 19 12:43:20 2024	1726731800	0	30	30	30
Thu Sep 19 12:43:20 2024	1726731800	1	29	30	9
Thu Sep 19 12:43:20 2024	1726731800	1	29	30	9
Thu Sep 19 12:43:20 2024	1726731800	1	29	30	9
Thu Sep 19 12:43:20 2024	1726731800	5	26	30	23
Thu Sep 19 12:43:20 2024	1726731800	11	20	30	18
Thu Sep 19 12:43:20 2024	1726731800	11	20	30	18
Thu Sep 19 12:43:20 2024	1726731800	13	17	30	15
Thu Sep 19 12:43:20 2024	1726731800	1	29	30	9
Thu Sep 19 12:43:20 2024	1726731800	9	21	30	17
Thu Sep 19 12:43:20 2024	1726731800	12	18	30	14
Thu Sep 19 12:43:20 2024	1726731800	5	26	30	23
Thu Sep 19 12:43:20 2024	1726731800	11	20	30	18
Thu Sep 19 12:43:20 2024	1726731800	9	21	30	17
Thu Sep 19 12:43:20 2024	1726731800	18	12	31	10
Thu Sep 19 12:43:20 2024	1726731800	3	28	31	17
Thu Sep 19 12:43:20 2024	1726731800	4	26	31	25
Thu Sep 19 12:43:20 2024	1726731800	3	28	31	24
Thu Sep 19 12:43:20 2024	1726731800	2	29	31	9
Thu Sep 19 12:43:20 2024	1726731800	18	12	31	10
Thu Sep 19 12:43:20 2024	1726731800	2	29	31	22
Thu Sep 19 12:43:20 2024	1726731800	9	21	31	17
Thu Sep 19 12:43:20 2024	1726731800	12	19	31	14
Thu Sep 19 12:43:20 2024	1726731800	24	7	31	5
Thu Sep 19 12:43:20 2024	1726731800	11	20	31	19
Thu Sep 19 12:43:20 2024	1726731800	11	20	31	19
Thu Sep 19 12:43:20 2024	1726731800	18	12	31	10
Thu Sep 19 12:43:21 2024	1726731801	9	22	31	9
Thu Sep 19 12:43:20 2024	1726731800	3	28	31	24
Thu Sep 19 12:43:20 2024	1726731800	5	26	31	25
Thu Sep 19 12:43:20 2024	1726731800	2	29	31	24
Thu Sep 19 12:43:20 2024	1726731800	3	28	31	17
Thu Sep 19 12:43:20 2024	1726731800	9	21	31	17
Thu Sep 19 12:43:20 2024	1726731800	13	18	31	15
Thu Sep 19 12:43:20 2024	1726731800	18	12	31	10
Thu Sep 19 12:43:20 2024	1726731800	12	19	31	14
Thu Sep 19 12:43:20 2024	1726731800	2	29	31	24
Thu Sep 19 12:43:20 2024	1726731800	18	13	31	10
Thu Sep 19 12:43:20 2024	1726731800	13	18	31	15
Thu Sep 19 12:43:20 2024	1726731800	4	27	31	18
Thu Sep 19 12:43:20 2024	1726731800	12	19	31	14
Thu Sep 19 12:43:20 2024	1726731800	18	13	31	12
Thu Sep 19 12:43:20 2024	1726731800	5	26	31	25
Thu Sep 19 12:43:20 2024	1726731800	9	22	31	17
Thu Sep 19 12:43:20 2024	1726731800	18	13	31	10
Thu Sep 19 12:43:20 2024	1726731800	13	18	31	4
Thu Sep 19 12:43:20 2024	1726731800	1	30	31	25
Thu Sep 19 12:43:20 2024	1726731800	13	18	31	17
Thu Sep 19 12:43:20 2024	1726731800	13	18	31	15
Thu Sep 19 12:43:20 2024	1726731800	3	29	31	24
Thu Sep 19 12:43:20 2024	1726731800	5	26	31	25
Thu Sep 19 12:43:21 2024	1726731801	9	22	31	9
Thu Sep 19 12:43:20 2024	1726731800	7	24	31	9
Thu Sep 19 12:43:20 2024	1726731800	18	13	31	10
Thu Sep 19 12:43:20 2024	1726731800	10	22	31	17
Thu Sep 19 12:43:20 2024	1726731800	14	17	31	5
Thu Sep 19 12:43:20 2024	1726731800	13	18	31	15
Thu Sep 19 12:43:20 2024	1726731800	13	18	31	17
Thu Sep 19 12:43:20 2024	1726731800	2	29	31	24
Thu Sep 19 12:43:20 2024	1726731800	19	13	31	10
Thu Sep 19 12:43:21 2024	1726731801	9	22	31	9
Thu Sep 19 12:43:20 2024	1726731800	14	18	31	15
Thu Sep 19 12:43:20 2024	1726731800	10	22	31	17
Thu Sep 19 12:43:20 2024	1726731800	7	24	31	9
Thu Sep 19 12:43:20 2024	1726731800	5	26	31	25
Thu Sep 19 12:43:20 2024	1726731800	12	20	31	14
Thu Sep 19 12:43:20 2024	1726731800	3	29	31	24
Thu Sep 19 12:43:20 2024	1726731800	13	18	31	17
Thu Sep 19 12:43:20 2024	1726731800	19	13	31	10
Thu Sep 19 12:43:20 2024	1726731800	1	31	31	20
Thu Sep 19 12:43:20 2024	1726731800	18	13	31	6
Thu Sep 19 12:43:20 2024	1726731800	14	18	31	15
Thu Sep 19 12:43:20 2024	1726731800	1	31	31	20
Thu Sep 19 12:43:20 2024	1726731800	13	18	32	17
Thu Sep 19 12:43:20 2024	1726731800	19	13	32	10
Thu Sep 19 12:43:20 2024	1726731800	1	31	32	20
Thu Sep 19 12:43:21 2024	1726731801	9	22	32	9
Thu Sep 19 12:43:20 2024	1726731800	0	31	32	25
Thu Sep 19 12:43:20 2024	1726731800	14	18	32	15
Thu Sep 19 12:43:20 2024	1726731800	10	22	32	17
Thu Sep 19 12:43:20 2024	1726731800	7	24	32	10
Thu Sep 19 12:43:20 2024	1726731800	13	18	32	17
Thu Sep 19 12:43:20 2024	1726731800	1	31	32	20
Thu Sep 19 12:43:20 2024	1726731800	19	13	32	10
Thu Sep 19 12:43:20 2024	1726731800	3	29	32	9
Thu Sep 19 12:43:20 2024	1726731800	17	15	32	14
Thu Sep 19 12:43:20 2024	1726731800	19	13	32	10
Thu Sep 19 12:43:20 2024	1726731800	0	31	32	20
Thu Sep 19 12:43:20 2024	1726731800	18	14	32	12
Thu Sep 19 12:43:20 2024	1726731800	13	19	32	17
Thu Sep 19 12:43:20 2024	1726731800	12	20	32	15
Thu Sep 19 12:43:20 2024	1726731800	0	31	32	20
Thu Sep 19 12:43:20 2024	1726731800	19	13	32	10
Thu Sep 19 12:43:20 2024	1726731800	13	19	32	17
Thu Sep 19 12:43:20 2024	1726731800	0	32	32	20
Thu Sep 19 12:43:20 2024	1726731800	3	29	32	27
Thu Sep 19 12:43:20 2024	1726731800	13	19	32	18
Thu Sep 19 12:43:20 2024	1726731800	3	29	32	29
Thu Sep 19 12:43:20 2024	1726731800	17	15	32	14
Thu Sep 19 12:43:20 2024	1726731800	0	32	32	20
Thu Sep 19 12:43:20 2024	1726731800	19	13	32	10
Thu Sep 19 12:43:20 2024	1726731800	13	19	32	17
Thu Sep 19 12:43:20 2024	1726731800	12	20	32	15
Thu Sep 19 12:43:20 2024	1726731800	13	19	32	18
Thu Sep 19 12:43:20 2024	1726731800	19	13	32	10
Thu Sep 19 12:43:20 2024	1726731800	17	15	32	14
Thu Sep 19 12:43:20 2024	1726731800	12	20	32	16
Thu Sep 19 12:43:20 2024	1726731800	1	31	32	25
Thu Sep 19 12:43:20 2024	1726731800	12	20	32	15
Thu Sep 19 12:43:20 2024	1726731800	13	19	32	18
Thu Sep 19 12:43:20 2024	1726731800	13	19	32	17
Thu Sep 19 12:43:20 2024	1726731800	2	30	32	24
Thu Sep 19 12:43:20 2024	1726731800	16	16	32	12
Thu Sep 19 12:43:20 2024	1726731800	13	19	32	18
